Ticket purchase time,Phone Number,Ticket price,no of tickets,Type of tikcet
"Dec 26, 2022  16:55:03",8582634939,5,1,one way
"Dec 26, 2022  17:49:55",9476075479,20,1,one way
"Dec 26, 2022  17:50:12",8124519746,10,1,one way
"Dec 26, 2022  18:12:14",8236312252,20,1,one way
"Dec 26, 2022  18:12:49",6715747374,5,1,one way
"Dec 26, 2022  18:17:00",7584730848,20,1,one way
"Dec 26, 2022  18:45:48",8574987411,10,2,one way
"Dec 26, 2022  19:19:38",9054187463,10,1,one way
"Dec 26, 2022  19:39:48",9616103303,5,1,one way
"Dec 26, 2022  19:50:44",7839964341,10,1,one way
"Dec 26, 2022  19:55:29",7067548233,5,1,one way
"Dec 26, 2022  20:04:25",9314973572,5,1,one way
"Dec 26, 2022  20:08:44",9310204277,10,1,one way
"Dec 26, 2022  21:23:02",8836543420,216,6,return
"Dec 26, 2022  21:25:47",9447463809,5,1,one way
"Dec 26, 2022  21:31:24",9410099012,5,1,one way
"Dec 26, 2022  21:45:56",8414279872,20,1,one way
"Dec 26, 2022  21:53:51",7493031620,5,1,one way
"Dec 26, 2022  22:15:01",7915733222,20,1,one way
"Dec 26, 2022  22:27:16",8675962126,10,1,one way
"Dec 26, 2022  22:48:43",6553606990,90,5,return
"Dec 26, 2022  22:55:21",8889521522,20,1,one way
"Dec 27, 2022  01:18:46",9768401765,10,1,one way
"Dec 27, 2022  01:49:09",9222109595,216,6,return
"Dec 27, 2022  01:53:28",9171715615,5,1,one way
"Dec 27, 2022  02:14:12",7586864650,30,3,one way
"Dec 27, 2022  02:29:02",8879168714,20,1,one way
"Dec 27, 2022  03:18:35",7848950741,20,1,one way
"Dec 27, 2022  03:21:01",8755750872,5,1,one way
"Dec 27, 2022  04:21:22",9577748567,216,6,return
"Dec 27, 2022  04:40:05",9013464632,10,1,one way
"Dec 27, 2022  04:46:42",9711239343,20,1,one way
"Dec 27, 2022  04:47:43",7190161101,60,6,one way
"Dec 27, 2022  04:47:51",7148520235,5,1,one way
"Dec 27, 2022  05:24:17",9389817646,5,1,one way
"Dec 27, 2022  05:39:16",8770377407,90,5,return
"Dec 27, 2022  05:58:16",8449768424,5,1,one way
"Dec 27, 2022  06:17:08",8872503485,20,1,one way
"Dec 27, 2022  06:58:36",6888497211,9,1,return
"Dec 27, 2022  07:07:15",9313227261,5,1,one way
"Dec 27, 2022  07:12:09",7867852836,5,1,one way
"Dec 27, 2022  07:17:20",6795113926,10,1,one way
"Dec 27, 2022  07:27:59",7379807943,25,5,one way
"Dec 27, 2022  07:41:48",7645142328,80,4,one way
"Dec 27, 2022  07:58:31",6962247516,5,1,one way
"Dec 27, 2022  08:41:17",6789965352,20,1,one way
"Dec 27, 2022  08:51:30",7134399964,20,1,one way
"Dec 27, 2022  08:57:50",9006163160,10,1,one way
"Dec 27, 2022  09:05:54",7152152068,10,1,one way
"Dec 27, 2022  09:21:53",8380835558,10,2,one way
"Dec 27, 2022  09:53:08",6550514438,10,1,one way
"Dec 27, 2022  10:16:54",8537743212,20,1,one way
"Dec 27, 2022  10:44:07",9299507573,10,1,one way
"Dec 27, 2022  11:48:03",6587542593,5,1,one way
"Dec 27, 2022  12:30:23",8428434518,5,1,one way
"Dec 27, 2022  14:18:49",7716090584,10,1,one way
"Dec 27, 2022  14:22:34",9062043463,108,3,return
"Dec 27, 2022  15:13:15",7411926664,20,1,one way
"Dec 27, 2022  15:47:57",8197954813,30,3,one way
"Dec 27, 2022  16:29:00",6816320470,25,5,one way
"Dec 27, 2022  16:49:52",7360448042,5,1,one way
"Dec 27, 2022  17:20:41",7182022671,10,1,one way
"Dec 27, 2022  18:01:44",6661795473,10,1,one way
"Dec 27, 2022  18:02:44",8060355123,20,1,one way
"Dec 27, 2022  18:22:28",7994278950,5,1,one way
"Dec 27, 2022  18:34:25",9204762397,60,6,one way
"Dec 27, 2022  18:37:35",7273629701,36,4,return
"Dec 27, 2022  19:13:52",7001145389,80,4,one way
"Dec 27, 2022  19:20:30",9410521661,20,1,one way
"Dec 27, 2022  19:23:57",8257927242,20,1,one way
"Dec 27, 2022  19:58:13",6823726172,5,1,one way
"Dec 27, 2022  21:08:21",9005359302,90,5,return
"Dec 27, 2022  21:47:14",6909714070,20,1,one way
"Dec 27, 2022  21:54:52",6924870488,5,1,one way
"Dec 27, 2022  22:39:22",8037990149,20,1,one way
"Dec 28, 2022  01:07:41",7265465195,5,1,one way
"Dec 28, 2022  01:15:10",8040875685,36,4,return
"Dec 28, 2022  01:21:22",7939793016,10,1,one way
"Dec 28, 2022  01:46:25",7286042094,10,1,one way
"Dec 28, 2022  02:03:07",8162297128,20,1,one way
"Dec 28, 2022  02:07:26",6872269134,5,1,one way
"Dec 28, 2022  02:20:07",9080621200,36,4,return
"Dec 28, 2022  02:26:10",8821870214,20,1,one way
"Dec 28, 2022  02:42:43",8184987806,10,1,one way
"Dec 28, 2022  03:10:05",6589545426,20,1,one way
"Dec 28, 2022  03:56:36",6880245208,20,1,one way
"Dec 28, 2022  04:16:28",7218771093,20,1,one way
"Dec 28, 2022  04:18:55",8051701688,10,1,one way
"Dec 28, 2022  04:34:28",9237685978,20,1,one way
"Dec 28, 2022  04:45:07",7241145898,10,2,one way
"Dec 28, 2022  05:12:55",7402961401,10,1,one way
"Dec 28, 2022  06:07:38",7509379178,90,5,return
"Dec 28, 2022  06:10:13",7882718227,10,1,one way
"Dec 28, 2022  06:32:15",7062878531,36,4,return
"Dec 28, 2022  06:38:10",7427587653,10,1,one way
"Dec 28, 2022  06:39:36",8005577677,36,4,return
"Dec 28, 2022  06:44:12",6864706144,80,4,one way
"Dec 28, 2022  06:45:04",9242932727,5,1,one way
"Dec 28, 2022  07:58:05",7515681713,216,6,return
"Dec 28, 2022  08:11:11",7473459293,5,1,one way
"Dec 28, 2022  09:52:42",9481300452,36,4,return
"Dec 28, 2022  10:04:31",6857525103,10,1,one way
"Dec 28, 2022  10:16:28",8372549329,10,2,one way
"Dec 28, 2022  10:27:42",8555501345,5,1,one way
"Dec 28, 2022  11:06:26",6860113766,216,6,return
"Dec 28, 2022  11:15:22",7437958741,5,1,one way
"Dec 28, 2022  11:30:03",7383305347,10,1,one way
"Dec 28, 2022  11:36:32",7829540076,20,1,one way
"Dec 28, 2022  12:03:19",7920205485,20,1,one way
"Dec 28, 2022  13:18:46",7167946192,10,1,one way
"Dec 28, 2022  13:21:13",9625306169,20,1,one way
"Dec 28, 2022  13:45:07",9062574120,60,6,one way
"Dec 28, 2022  13:47:34",8076219035,10,1,one way
"Dec 28, 2022  14:32:30",8895285872,20,1,one way
"Dec 28, 2022  14:47:02",6643866218,10,1,one way
"Dec 28, 2022  16:48:35",8610002918,20,1,one way
"Dec 28, 2022  17:20:07",7595350943,5,1,one way
"Dec 28, 2022  17:21:50",6818139681,10,1,one way
"Dec 28, 2022  17:56:50",6660643966,25,5,one way
"Dec 28, 2022  18:02:53",6926307526,9,1,return
"Dec 28, 2022  18:24:20",8830550939,108,3,return
"Dec 28, 2022  18:42:55",7033982308,36,2,return
"Dec 28, 2022  19:00:37",7221116654,5,1,one way
"Dec 28, 2022  20:05:08",7467483131,20,1,one way
"Dec 28, 2022  20:09:10",7700351838,5,1,one way
"Dec 28, 2022  20:23:51",8686653403,20,1,one way
"Dec 28, 2022  21:00:00",9693568804,60,6,one way
"Dec 28, 2022  21:00:43",8403178412,90,5,return
"Dec 28, 2022  21:04:36",7121722116,10,1,one way
"Dec 28, 2022  21:24:29",7004768768,20,1,one way
"Dec 28, 2022  21:49:58",9763425596,25,5,one way
"Dec 28, 2022  21:57:01",8313119970,10,1,one way
"Dec 28, 2022  22:41:40",8651761769,20,1,one way
"Dec 29, 2022  01:01:03",7367195438,5,1,one way
"Dec 29, 2022  01:14:18",7093828844,10,1,one way
"Dec 29, 2022  01:41:05",7959760127,5,1,one way
"Dec 29, 2022  01:49:26",7989769278,10,1,one way
"Dec 29, 2022  01:53:54",8179490651,10,1,one way
"Dec 29, 2022  02:21:33",8595667461,20,1,one way
"Dec 29, 2022  02:37:41",7415662864,10,2,one way
"Dec 29, 2022  02:49:12",9059418464,20,1,one way
"Dec 29, 2022  03:08:12",9385129179,20,1,one way
"Dec 29, 2022  03:15:33",9572724311,10,1,one way
"Dec 29, 2022  03:43:03",9492933466,20,1,one way
"Dec 29, 2022  04:00:20",8089452680,60,6,one way
"Dec 29, 2022  04:29:17",9266858474,10,1,one way
"Dec 29, 2022  05:54:49",9613648990,5,1,one way
"Dec 29, 2022  06:03:19",7990753799,9,1,return
"Dec 29, 2022  06:25:21",9457188515,10,1,one way
"Dec 29, 2022  06:32:50",9785909648,90,5,return
"Dec 29, 2022  06:48:49",8005063337,10,1,one way
"Dec 29, 2022  07:38:30",8312845251,10,1,one way
"Dec 29, 2022  07:50:01",6705923973,5,1,one way
"Dec 29, 2022  10:49:52",6925574556,5,1,one way
"Dec 29, 2022  11:54:58",7895721420,20,1,one way
"Dec 29, 2022  12:27:13",8359602435,30,3,one way
"Dec 29, 2022  14:13:38",6706944347,25,5,one way
"Dec 29, 2022  14:28:02",8583420350,20,1,one way
"Dec 29, 2022  15:44:38",8176972504,20,1,one way
"Dec 29, 2022  15:57:27",9746752720,108,3,return
"Dec 29, 2022  16:23:57",8748564792,20,1,one way
"Dec 29, 2022  16:51:45",8009710237,36,2,return
"Dec 29, 2022  17:17:31",9169049711,5,1,one way
"Dec 29, 2022  17:29:46",9402211147,20,1,one way
"Dec 29, 2022  17:44:01",8324387624,10,1,one way
"Dec 29, 2022  18:03:36",7726611606,10,1,one way
"Dec 29, 2022  18:36:52",8838724200,25,5,one way
"Dec 29, 2022  18:37:09",7683040938,10,1,one way
"Dec 29, 2022  18:51:42",6863241650,20,1,one way
"Dec 29, 2022  19:39:48",7009421419,20,1,one way
"Dec 29, 2022  20:18:40",8638683893,10,1,one way
"Dec 29, 2022  20:24:17",9754508034,60,6,one way
"Dec 29, 2022  20:36:58",9042919729,10,1,one way
"Dec 29, 2022  20:42:35",7823553531,25,5,one way
"Dec 29, 2022  21:13:49",6813279661,10,1,one way
"Dec 29, 2022  21:48:14",7267222337,20,1,one way
"Dec 29, 2022  22:17:46",7158109886,10,1,one way
"Dec 29, 2022  22:28:42",7438604584,10,1,one way
"Dec 30, 2022  01:03:48",8664529601,5,1,one way
"Dec 30, 2022  01:32:10",7931488351,90,5,return
"Dec 30, 2022  01:37:38",7486419880,5,1,one way
"Dec 30, 2022  01:42:06",8560079221,216,6,return
"Dec 30, 2022  02:11:46",9371616004,20,1,one way
"Dec 30, 2022  02:41:08",6584609164,5,1,one way
"Dec 30, 2022  03:16:08",9320172149,216,6,return
"Dec 30, 2022  03:29:05",7826102476,20,1,one way
"Dec 30, 2022  03:45:56",7009111161,10,1,one way
"Dec 30, 2022  04:26:15",9819126347,5,1,one way
"Dec 30, 2022  04:36:29",7780200195,10,1,one way
"Dec 30, 2022  04:45:33",6752776791,10,1,one way
"Dec 30, 2022  05:24:00",9440259813,10,2,one way
"Dec 30, 2022  06:54:17",7845287523,30,3,one way
"Dec 30, 2022  07:14:10",7487849556,60,6,one way
"Dec 30, 2022  07:36:03",7427599846,5,1,one way
"Dec 30, 2022  08:22:16",7540164492,10,1,one way
"Dec 30, 2022  08:32:30",9372583537,5,1,one way
"Dec 30, 2022  08:35:05",7215832386,10,1,one way
"Dec 30, 2022  08:47:46",9142973734,5,1,one way
"Dec 30, 2022  08:58:34",7426070433,20,1,one way
"Dec 30, 2022  09:07:03",7964012815,10,1,one way
"Dec 30, 2022  09:15:50",7628538773,20,1,one way
"Dec 30, 2022  09:24:20",7374366431,5,1,one way
"Dec 30, 2022  10:52:36",7870905406,5,1,one way
"Dec 30, 2022  11:03:42",7825146389,36,2,return
"Dec 30, 2022  11:09:01",7614247209,20,1,one way
"Dec 30, 2022  11:33:48",8079049702,20,1,one way
"Dec 30, 2022  11:39:07",9369618450,90,5,return
"Dec 30, 2022  11:42:09",7586608578,20,1,one way
"Dec 30, 2022  12:00:26",8310080459,5,1,one way
"Dec 30, 2022  12:25:38",8264272134,10,1,one way
"Dec 30, 2022  12:37:09",6645020181,10,1,one way
"Dec 30, 2022  13:29:25",6816709851,10,1,one way
"Dec 30, 2022  14:34:13",9703508329,20,1,one way
"Dec 30, 2022  15:38:36",6871130480,20,1,one way
"Dec 30, 2022  17:03:42",7317507132,5,1,one way
"Dec 30, 2022  17:05:25",9423970999,10,1,one way
"Dec 30, 2022  17:23:08",7701252604,10,1,one way
"Dec 30, 2022  17:41:25",7675525163,5,1,one way
"Dec 30, 2022  19:18:29",9378181994,10,1,one way
"Dec 30, 2022  19:45:50",7668948196,36,4,return
"Dec 30, 2022  20:19:06",8630907665,5,1,one way
"Dec 30, 2022  20:31:38",8951629350,5,1,one way
"Dec 30, 2022  20:45:27",7171382331,20,1,one way
"Dec 30, 2022  21:47:48",9060072979,5,1,one way
"Dec 30, 2022  22:19:47",7047429344,5,1,one way
"Dec 30, 2022  22:32:27",8146377159,80,4,one way
"Dec 30, 2022  22:56:21",9099738851,36,2,return
"Dec 31, 2022  01:06:06",9084421045,20,1,one way
"Dec 31, 2022  01:07:24",6806192849,5,1,one way
"Dec 31, 2022  01:26:59",8937095745,20,1,one way
"Dec 31, 2022  01:42:14",9308731581,30,3,one way
"Dec 31, 2022  01:45:33",8709800709,10,1,one way
"Dec 31, 2022  02:21:42",6564560758,20,1,one way
"Dec 31, 2022  02:56:41",9766884709,20,1,one way
"Dec 31, 2022  03:17:17",8637994505,10,1,one way
"Dec 31, 2022  03:18:00",8997603676,10,1,one way
"Dec 31, 2022  03:45:56",7066709859,30,3,one way
"Dec 31, 2022  03:47:57",8081220226,90,5,return
"Dec 31, 2022  03:50:07",8888803621,20,1,one way
"Dec 31, 2022  03:52:42",7875573472,80,4,one way
"Dec 31, 2022  04:15:53",7663934964,10,1,one way
"Dec 31, 2022  04:21:13",7814721017,5,1,one way
"Dec 31, 2022  04:22:57",9693363474,10,1,one way
"Dec 31, 2022  04:58:22",8264823275,30,3,one way
"Dec 31, 2022  04:59:05",8560353445,30,3,one way
"Dec 31, 2022  07:02:30",7295066355,10,1,one way
"Dec 31, 2022  07:54:12",7437877462,5,1,one way
"Dec 31, 2022  08:17:14",8890862365,10,1,one way
"Dec 31, 2022  08:17:14",8894700625,9,1,return
"Dec 31, 2022  08:19:41",9537086547,10,1,one way
"Dec 31, 2022  08:26:18",8879585246,20,1,one way
"Dec 31, 2022  08:30:20",9578912916,10,1,one way
"Dec 31, 2022  09:21:10",8480591453,20,1,one way
"Dec 31, 2022  09:22:45",7018018783,5,1,one way
"Dec 31, 2022  09:27:48",6684068931,20,1,one way
"Dec 31, 2022  09:38:18",9749488321,5,1,one way
"Dec 31, 2022  10:44:07",7268362223,20,1,one way
"Dec 31, 2022  11:10:11",8715477154,5,1,one way
"Dec 31, 2022  12:02:36",8644949009,10,1,one way
"Dec 31, 2022  12:29:23",7629654186,5,1,one way
"Dec 31, 2022  12:35:17",8739804815,90,5,return
"Dec 31, 2022  13:01:03",7399245202,80,4,one way
"Dec 31, 2022  13:04:39",7848772523,5,1,one way
"Dec 31, 2022  13:41:40",6617323330,20,1,one way
"Dec 31, 2022  13:50:53",6785028682,20,1,one way
"Dec 31, 2022  14:05:08",8010467285,10,1,one way
"Dec 31, 2022  14:51:48",7843889048,5,1,one way
"Dec 31, 2022  14:59:25",6858590637,20,1,one way
"Dec 31, 2022  15:14:07",8805426527,10,1,one way
"Dec 31, 2022  16:03:13",8618638149,20,1,one way
"Dec 31, 2022  16:08:15",9307050224,20,1,one way
"Dec 31, 2022  16:30:52",8934726400,20,1,one way
"Dec 31, 2022  16:54:20",8716516942,5,1,one way
"Dec 31, 2022  16:57:22",7665425763,25,5,one way
"Dec 31, 2022  17:17:23",7913615443,5,1,one way
"Dec 31, 2022  17:36:32",6772040053,80,4,one way
"Dec 31, 2022  17:57:42",9050551244,5,1,one way
"Dec 31, 2022  18:08:47",9628043014,20,1,one way
"Dec 31, 2022  18:30:23",8373966536,36,2,return
"Dec 31, 2022  19:20:47",7206373615,10,1,one way
"Dec 31, 2022  19:21:04",9316521420,216,6,return
"Dec 31, 2022  19:22:31",7896200019,20,1,one way
"Dec 31, 2022  20:18:06",6638122758,10,1,one way
"Dec 31, 2022  20:29:11",8390964497,216,6,return
"Dec 31, 2022  20:41:34",7568503597,20,1,one way
"Dec 31, 2022  20:58:16",9540789660,5,1,one way
"Dec 31, 2022  21:01:52",7447725901,10,1,one way
"Dec 31, 2022  22:00:12",9011419597,20,1,one way
"Jan 1, 2023  01:21:30",8180680879,20,1,one way
"Jan 1, 2023  01:44:59",7588495079,20,1,one way
"Jan 1, 2023  02:46:54",7377839697,20,1,one way
"Jan 1, 2023  03:19:35",8127492404,10,1,one way
"Jan 1, 2023  03:26:04",7520965148,10,1,one way
"Jan 1, 2023  03:41:02",9465854585,9,1,return
"Jan 1, 2023  03:46:31",9406049364,10,1,one way
"Jan 1, 2023  03:54:17",7409792292,36,2,return
"Jan 1, 2023  04:30:17",7304935918,5,1,one way
"Jan 1, 2023  04:52:45",8531836742,5,1,one way
"Jan 1, 2023  05:39:07",9626221985,5,1,one way
"Jan 1, 2023  06:08:12",8566114773,10,1,one way
"Jan 1, 2023  07:06:06",9071068872,10,1,one way
"Jan 1, 2023  07:19:47",6666593953,36,4,return
"Jan 1, 2023  07:28:08",6715788295,10,1,one way
"Jan 1, 2023  07:49:00",8892413459,20,1,one way
"Jan 1, 2023  08:26:44",7214045797,10,1,one way
"Jan 1, 2023  08:41:51",8371012315,5,1,one way
"Jan 1, 2023  08:58:25",9545959054,10,1,one way
"Jan 1, 2023  09:09:13",6614365017,5,1,one way
"Jan 1, 2023  10:27:50",9852201608,5,1,one way
"Jan 1, 2023  10:38:04",8276861194,20,1,one way
"Jan 1, 2023  10:51:01",9768707431,5,1,one way
"Jan 1, 2023  11:00:23",8086651196,5,1,one way
"Jan 1, 2023  11:23:34",7457648623,36,2,return
"Jan 1, 2023  12:04:36",7256359276,10,1,one way
"Jan 1, 2023  12:07:47",8001297060,5,1,one way
"Jan 1, 2023  12:08:12",9209839062,10,1,one way
"Jan 1, 2023  12:12:06",8108070473,5,1,one way
"Jan 1, 2023  12:52:42",6932055695,216,6,return
"Jan 1, 2023  13:11:34",7620489383,60,6,one way
"Jan 1, 2023  13:13:00",9165712049,20,1,one way
"Jan 1, 2023  13:30:43",8584856867,20,1,one way
"Jan 1, 2023  13:32:27",7432667199,10,1,one way
"Jan 1, 2023  13:38:38",8603470216,80,4,one way
"Jan 1, 2023  13:38:56",7475985031,5,1,one way
"Jan 1, 2023  14:11:54",9154583900,10,1,one way
"Jan 1, 2023  14:18:06",8090720035,20,1,one way
"Jan 1, 2023  14:18:40",8898445439,10,1,one way
"Jan 1, 2023  14:26:36",7917202840,10,1,one way
"Jan 1, 2023  14:35:57",8246591402,90,5,return
"Jan 1, 2023  14:41:51",6595197906,10,1,one way
"Jan 1, 2023  14:44:01",8436567065,90,5,return
"Jan 1, 2023  15:16:34",7652727114,20,1,one way
"Jan 1, 2023  15:21:36",6714880149,20,1,one way
"Jan 1, 2023  15:50:33",8302713243,60,6,one way
"Jan 1, 2023  17:00:06",9376369227,20,1,one way
"Jan 1, 2023  17:00:32",6905778587,10,1,one way
"Jan 1, 2023  17:13:03",7294115109,108,3,return
"Jan 1, 2023  17:31:12",8448441140,5,1,one way
"Jan 1, 2023  17:32:21",7954376119,10,1,one way
"Jan 1, 2023  18:18:43",6999575991,20,1,one way
"Jan 1, 2023  18:46:57",9134333903,10,1,one way
"Jan 1, 2023  18:47:23",8916638318,5,1,one way
"Jan 1, 2023  18:53:00",9264799252,10,2,one way
"Jan 1, 2023  19:05:14",9423779602,10,1,one way
"Jan 1, 2023  19:17:11",8921931458,10,2,one way
"Jan 1, 2023  21:28:05",8610277144,9,1,return
"Jan 1, 2023  22:52:36",8308406755,5,1,one way
"Jan 2, 2023  01:04:57",7401655075,20,1,one way
"Jan 2, 2023  01:27:24",8533444557,5,1,one way
"Jan 2, 2023  01:41:48",8630952023,20,1,one way
"Jan 2, 2023  01:46:34",8817336742,10,1,one way
"Jan 2, 2023  01:54:37",6763097459,5,1,one way
"Jan 2, 2023  01:56:21",9099358273,80,4,one way
"Jan 2, 2023  02:00:14",7845619789,20,1,one way
"Jan 2, 2023  02:39:42",9010453937,10,1,one way
"Jan 2, 2023  02:56:33",7057492880,10,1,one way
"Jan 2, 2023  03:00:00",9626776933,10,1,one way
"Jan 2, 2023  03:34:08",8593936409,10,1,one way
"Jan 2, 2023  03:50:15",6804004803,90,5,return
"Jan 2, 2023  03:57:27",8263668707,10,1,one way
"Jan 2, 2023  04:03:39",9093630411,20,1,one way
"Jan 2, 2023  04:05:40",7024641180,5,1,one way
"Jan 2, 2023  04:24:49",6777215093,10,2,one way
"Jan 2, 2023  04:49:26",9518939290,10,1,one way
"Jan 2, 2023  05:06:52",9032979497,20,1,one way
"Jan 2, 2023  05:23:00",7211986429,5,1,one way
"Jan 2, 2023  05:36:32",6935544281,10,1,one way
"Jan 2, 2023  05:56:07",7997579458,36,4,return
"Jan 2, 2023  06:13:32",8253597806,20,1,one way
"Jan 2, 2023  06:18:35",6893711252,10,1,one way
"Jan 2, 2023  07:05:31",9581095132,5,1,one way
"Jan 2, 2023  08:08:01",9824344760,216,6,return
"Jan 2, 2023  08:32:47",8972437250,10,1,one way
"Jan 2, 2023  08:41:25",8179815018,20,1,one way
"Jan 2, 2023  09:13:15",8097597264,25,5,one way
"Jan 2, 2023  10:01:29",9219586210,5,1,one way
"Jan 2, 2023  10:17:54",8502654767,5,1,one way
"Jan 2, 2023  10:32:10",9373802164,5,1,one way
"Jan 2, 2023  10:36:12",8622612969,10,1,one way
"Jan 2, 2023  10:48:35",7559541239,20,1,one way
"Jan 2, 2023  10:58:05",7620726339,5,1,one way
"Jan 2, 2023  11:05:51",6920150928,20,1,one way
"Jan 2, 2023  11:20:24",9649156941,20,1,one way
"Jan 2, 2023  11:39:33",8526749452,20,1,one way
"Jan 2, 2023  13:44:33",9383035929,20,1,one way
"Jan 2, 2023  14:36:32",9662036483,5,1,one way
"Jan 2, 2023  15:37:52",7598919476,108,3,return
"Jan 2, 2023  16:01:21",9252510188,20,1,one way
"Jan 2, 2023  16:11:17",8151857129,10,1,one way
"Jan 2, 2023  16:22:57",7590745456,10,1,one way
"Jan 2, 2023  16:29:34",7793720833,20,1,one way
"Jan 2, 2023  16:54:37",7545541494,108,3,return
"Jan 2, 2023  17:27:45",7910992935,5,1,one way
"Jan 2, 2023  17:40:08",9713807272,20,1,one way
"Jan 2, 2023  17:42:26",6603005631,20,1,one way
"Jan 2, 2023  17:57:42",9577324370,20,1,one way
"Jan 2, 2023  18:28:05",8366427882,20,1,one way
"Jan 2, 2023  18:42:46",9534517711,30,3,one way
"Jan 2, 2023  18:57:10",7889999964,10,1,one way
"Jan 2, 2023  19:38:56",6856542893,25,5,one way
"Jan 2, 2023  19:58:13",7998616339,20,1,one way
"Jan 2, 2023  20:06:52",8162382128,10,1,one way
"Jan 2, 2023  20:26:36",9410197258,20,1,one way
"Jan 2, 2023  21:19:09",8473735574,5,1,one way
"Jan 2, 2023  22:51:19",7564026140,20,1,one way
"Jan 3, 2023  01:05:14",8384412706,10,1,one way
"Jan 3, 2023  01:06:58",9548534095,5,1,one way
"Jan 3, 2023  01:38:38",7194011630,5,1,one way
"Jan 3, 2023  02:05:51",9565908467,36,4,return
"Jan 3, 2023  03:46:57",7854202366,20,1,one way
"Jan 3, 2023  04:32:27",6652595497,9,1,return
"Jan 3, 2023  05:11:20",8793478797,5,1,one way
"Jan 3, 2023  05:36:49",9523269114,9,1,return
"Jan 3, 2023  06:33:42",9115888672,20,1,one way
"Jan 3, 2023  07:12:26",6703080001,10,1,one way
"Jan 3, 2023  07:32:10",9320579799,5,1,one way
"Jan 3, 2023  07:37:03",9397399635,5,1,one way
"Jan 3, 2023  08:40:42",8449950182,10,1,one way
"Jan 3, 2023  09:13:49",7683138561,20,1,one way
"Jan 3, 2023  09:13:58",8874980523,10,1,one way
"Jan 3, 2023  09:25:38",9188734940,20,1,one way
"Jan 3, 2023  09:45:48",9538687151,10,1,one way
"Jan 3, 2023  10:43:41",8829492848,9,1,return
"Jan 3, 2023  10:51:45",9171614885,20,1,one way
"Jan 3, 2023  11:26:18",6840860950,10,1,one way
"Jan 3, 2023  13:42:23",9228287911,5,1,one way
"Jan 3, 2023  13:49:44",7794937210,10,1,one way
"Jan 3, 2023  13:58:57",6856801430,5,1,one way
"Jan 3, 2023  14:04:16",9389231993,20,1,one way
"Jan 3, 2023  14:05:51",7826685434,20,1,one way
"Jan 3, 2023  14:09:45",8720960944,20,1,one way
"Jan 3, 2023  14:17:57",8094868348,20,1,one way
"Jan 3, 2023  15:28:13",6796763333,10,1,one way
"Jan 3, 2023  15:28:31",7533591928,10,1,one way
"Jan 3, 2023  16:27:24",6620720164,10,1,one way
"Jan 3, 2023  17:19:58",8831625886,10,1,one way
"Jan 3, 2023  17:23:43",9777679957,5,1,one way
"Jan 3, 2023  17:55:24",7431122522,20,1,one way
"Jan 3, 2023  18:36:26",9657592433,10,1,one way
"Jan 3, 2023  19:46:51",8935706261,20,1,one way
"Jan 3, 2023  20:08:10",7334117028,10,2,one way
"Jan 3, 2023  20:13:55",9349061222,5,1,one way
"Jan 3, 2023  20:28:19",7758387394,10,1,one way
"Jan 3, 2023  20:28:45",8372565581,5,1,one way
"Jan 3, 2023  20:33:04",8848043128,108,3,return
"Jan 3, 2023  20:36:23",6903066758,10,1,one way
"Jan 3, 2023  20:37:41",7706347875,5,1,one way
"Jan 3, 2023  21:16:42",6581269295,20,1,one way
"Jan 3, 2023  21:37:35",7828636676,9,1,return
"Jan 3, 2023  22:04:48",8845508020,10,1,one way
"Jan 3, 2023  22:26:50",8149340318,10,1,one way
"Jan 3, 2023  22:29:00",6598044991,20,1,one way
"Jan 3, 2023  22:45:24",7918490536,36,4,return
"Jan 4, 2023  01:36:03",8039448573,20,1,one way
"Jan 4, 2023  02:03:33",8693173404,20,1,one way
"Jan 4, 2023  02:47:11",8910676424,10,1,one way
"Jan 4, 2023  03:10:22",9035551475,10,1,one way
"Jan 4, 2023  03:25:21",8474232515,20,1,one way
"Jan 4, 2023  03:26:04",7701354699,20,1,one way
"Jan 4, 2023  03:29:57",7212689649,36,4,return
"Jan 4, 2023  04:00:03",7174108820,20,1,one way
"Jan 4, 2023  04:26:24",6774374034,10,1,one way
"Jan 4, 2023  04:37:47",7117779926,20,1,one way
"Jan 4, 2023  05:04:25",6619683123,5,1,one way
"Jan 4, 2023  05:09:01",7477639132,36,4,return
"Jan 4, 2023  05:24:52",6608045158,10,1,one way
"Jan 4, 2023  06:03:01",9814131043,20,1,one way
"Jan 4, 2023  06:22:02",6930019134,216,6,return
"Jan 4, 2023  06:33:59",8002887964,25,5,one way
"Jan 4, 2023  07:00:29",8827046931,10,1,one way
"Jan 4, 2023  07:15:19",9025175694,36,4,return
"Jan 4, 2023  07:27:07",7033365362,5,1,one way
"Jan 4, 2023  07:30:43",9071379549,5,1,one way
"Jan 4, 2023  07:32:18",7661242219,20,1,one way
"Jan 4, 2023  08:26:01",8274717729,30,3,one way
"Jan 4, 2023  08:37:58",7815132711,30,3,one way
"Jan 4, 2023  08:49:38",8422471288,5,1,one way
"Jan 4, 2023  09:47:31",9156916052,5,1,one way
"Jan 4, 2023  10:14:18",7891600794,36,2,return
"Jan 4, 2023  10:15:45",9575851988,5,1,one way
"Jan 4, 2023  10:37:29",6974024754,20,1,one way
"Jan 4, 2023  10:50:18",9602480311,5,1,one way
"Jan 4, 2023  12:03:45",9661196434,20,1,one way
